GeneID,PathwayID,PathwayName
Rv0013,mtb057,Folate biosynthesis 
Rv0345,mtb057,Folate biosynthesis 
Rv0371c,mtb057,Folate biosynthesis 
Rv0438c,mtb057,Folate biosynthesis 
Rv0812,mtb057,Folate biosynthesis 
Rv0864,mtb057,Folate biosynthesis 
Rv0866,mtb057,Folate biosynthesis 
Rv0869c,mtb057,Folate biosynthesis 
Rv0994,mtb057,Folate biosynthesis 
Rv1005c,mtb057,Folate biosynthesis 
Rv1159A,mtb057,Folate biosynthesis 
Rv1207,mtb057,Folate biosynthesis 
Rv1415,mtb057,Folate biosynthesis 
Rv1940,mtb057,Folate biosynthesis 
Rv2447c,mtb057,Folate biosynthesis 
Rv2453c,mtb057,Folate biosynthesis 
Rv2763c,mtb057,Folate biosynthesis 
Rv3109,mtb057,Folate biosynthesis 
Rv3110,mtb057,Folate biosynthesis 
Rv3111,mtb057,Folate biosynthesis 
Rv3119,mtb057,Folate biosynthesis 
Rv3323c,mtb057,Folate biosynthesis 
Rv3324c,mtb057,Folate biosynthesis 
Rv3606c,mtb057,Folate biosynthesis 
Rv3607c,mtb057,Folate biosynthesis 
Rv3608c,mtb057,Folate biosynthesis 
Rv3609c,mtb057,Folate biosynthesis 
Rv0112,mtb058,Fructose and mannose metabolism 
Rv0363c,mtb058,Fructose and mannose metabolism 
Rv0727c,mtb058,Fructose and mannose metabolism 
Rv1099c,mtb058,Fructose and mannose metabolism 
Rv1438,mtb058,Fructose and mannose metabolism 
Rv1511,mtb058,Fructose and mannose metabolism 
Rv1512,mtb058,Fructose and mannose metabolism 
Rv2029c,mtb058,Fructose and mannose metabolism 
Rv2465c,mtb058,Fructose and mannose metabolism 
Rv3010c,mtb058,Fructose and mannose metabolism 
Rv3255c,mtb058,Fructose and mannose metabolism 
Rv3257c,mtb058,Fructose and mannose metabolism 
Rv3264c,mtb058,Fructose and mannose metabolism 
Rv3308,mtb058,Fructose and mannose metabolism 
Rv0501,mtb059,Galactose metabolism 
Rv0620,mtb059,Galactose metabolism 
Rv0650,mtb059,Galactose metabolism 
Rv0806c,mtb059,Galactose metabolism 
Rv0993,mtb059,Galactose metabolism 
Rv2029c,mtb059,Galactose metabolism 
Rv2471,mtb059,Galactose metabolism 
Rv3010c,mtb059,Galactose metabolism 
Rv3068c,mtb059,Galactose metabolism 
Rv3634c,mtb059,Galactose metabolism 
Rv3809c,mtb059,Galactose metabolism 
Rv0066c,mtb060,Glutathione metabolism 
Rv0266c,mtb060,Glutathione metabolism 
Rv0433,mtb060,Glutathione metabolism 
Rv0773c,mtb060,Glutathione metabolism 
Rv1121,mtb060,Glutathione metabolism 
Rv1122,mtb060,Glutathione metabolism 
Rv1447c,mtb060,Glutathione metabolism 
Rv1844c,mtb060,Glutathione metabolism 
Rv2213,mtb060,Glutathione metabolism 
Rv2394,mtb060,Glutathione metabolism 
Rv2467,mtb060,Glutathione metabolism 
Rv2601,mtb060,Glutathione metabolism 
Rv3339c,mtb060,Glutathione metabolism 
Rv3704c,mtb060,Glutathione metabolism 
Rv0129c,mtb061,Glycerolipid metabolism 
Rv0147,mtb061,Glycerolipid metabolism 
Rv0183,mtb061,Glycerolipid metabolism 
Rv0221,mtb061,Glycerolipid metabolism 
Rv0223c,mtb061,Glycerolipid metabolism 
Rv0768,mtb061,Glycerolipid metabolism 
Rv0895,mtb061,Glycerolipid metabolism 
Rv1425,mtb061,Glycerolipid metabolism 
Rv1551,mtb061,Glycerolipid metabolism 
Rv1692,mtb061,Glycerolipid metabolism 
Rv1760,mtb061,Glycerolipid metabolism 
Rv1886c,mtb061,Glycerolipid metabolism 
Rv2182c,mtb061,Glycerolipid metabolism 
Rv2205c,mtb061,Glycerolipid metabolism 
Rv2252,mtb061,Glycerolipid metabolism 
Rv2285,mtb061,Glycerolipid metabolism 
Rv2482c,mtb061,Glycerolipid metabolism 
Rv2484c,mtb061,Glycerolipid metabolism 
Rv3045,mtb061,Glycerolipid metabolism 
Rv3087,mtb061,Glycerolipid metabolism 
Rv3088,mtb061,Glycerolipid metabolism 
Rv3097c,mtb061,Glycerolipid metabolism 
Rv3130c,mtb061,Glycerolipid metabolism 
Rv3234c,mtb061,Glycerolipid metabolism 
Rv3371,mtb061,Glycerolipid metabolism 
Rv3480c,mtb061,Glycerolipid metabolism 
Rv3696c,mtb061,Glycerolipid metabolism 
Rv3734c,mtb061,Glycerolipid metabolism 
Rv3740c,mtb061,Glycerolipid metabolism 
Rv3804c,mtb061,Glycerolipid metabolism 
Rv0317c,mtb062,Glycerophospholipid metabolism 
Rv0436c,mtb062,Glycerophospholipid metabolism 
Rv0437c,mtb062,Glycerophospholipid metabolism 
Rv0564c,mtb062,Glycerophospholipid metabolism 
Rv1551,mtb062,Glycerophospholipid metabolism 
Rv1822,mtb062,Glycerophospholipid metabolism 
Rv2182c,mtb062,Glycerophospholipid metabolism 
Rv2249c,mtb062,Glycerophospholipid metabolism 
Rv2252,mtb062,Glycerophospholipid metabolism 
Rv2289,mtb062,Glycerophospholipid metabolism 
Rv2349c,mtb062,Glycerophospholipid metabolism 
Rv2350c,mtb062,Glycerophospholipid metabolism 
Rv2351c,mtb062,Glycerophospholipid metabolism 
Rv2482c,mtb062,Glycerophospholipid metabolism 
Rv2746c,mtb062,Glycerophospholipid metabolism 
Rv2881c,mtb062,Glycerophospholipid metabolism 
Rv2982c,mtb062,Glycerophospholipid metabolism 
Rv3302c,mtb062,Glycerophospholipid metabolism 
Rv3842c,mtb062,Glycerophospholipid metabolism 
Rv0069c,mtb063,"Glycine, serine and threonine metabolism "
Rv0070c,mtb063,"Glycine, serine and threonine metabolism "
Rv0436c,mtb063,"Glycine, serine and threonine metabolism "
Rv0462,mtb063,"Glycine, serine and threonine metabolism "
Rv0489,mtb063,"Glycine, serine and threonine metabolism "
Rv0728c,mtb063,"Glycine, serine and threonine metabolism "
Rv0884c,mtb063,"Glycine, serine and threonine metabolism "
Rv1077,mtb063,"Glycine, serine and threonine metabolism "
Rv1093,mtb063,"Glycine, serine and threonine metabolism "
Rv1294,mtb063,"Glycine, serine and threonine metabolism "
Rv1295,mtb063,"Glycine, serine and threonine metabolism "
Rv1296,mtb063,"Glycine, serine and threonine metabolism "
Rv1559,mtb063,"Glycine, serine and threonine metabolism "
Rv1612,mtb063,"Glycine, serine and threonine metabolism "
Rv1613,mtb063,"Glycine, serine and threonine metabolism "
Rv1826,mtb063,"Glycine, serine and threonine metabolism "
Rv1832,mtb063,"Glycine, serine and threonine metabolism "
Rv1905c,mtb063,"Glycine, serine and threonine metabolism "
Rv2205c,mtb063,"Glycine, serine and threonine metabolism "
Rv2211c,mtb063,"Glycine, serine and threonine metabolism "
Rv2996c,mtb063,"Glycine, serine and threonine metabolism "
Rv3042c,mtb063,"Glycine, serine and threonine metabolism "
Rv3170,mtb063,"Glycine, serine and threonine metabolism "
Rv3708c,mtb063,"Glycine, serine and threonine metabolism "
Rv3709c,mtb063,"Glycine, serine and threonine metabolism "
Rv0147,mtb064,Glycolysis / Gluconeogenesis 
Rv0211,mtb064,Glycolysis / Gluconeogenesis 
Rv0223c,mtb064,Glycolysis / Gluconeogenesis 
Rv0363c,mtb064,Glycolysis / Gluconeogenesis 
Rv0458,mtb064,Glycolysis / Gluconeogenesis 
Rv0462,mtb064,Glycolysis / Gluconeogenesis 
Rv0489,mtb064,Glycolysis / Gluconeogenesis 
Rv0650,mtb064,Glycolysis / Gluconeogenesis 
Rv0761c,mtb064,Glycolysis / Gluconeogenesis 
Rv0768,mtb064,Glycolysis / Gluconeogenesis 
Rv0946c,mtb064,Glycolysis / Gluconeogenesis 
Rv1023,mtb064,Glycolysis / Gluconeogenesis 
Rv1099c,mtb064,Glycolysis / Gluconeogenesis 
Rv1127c,mtb064,Glycolysis / Gluconeogenesis 
Rv1436,mtb064,Glycolysis / Gluconeogenesis 
Rv1437,mtb064,Glycolysis / Gluconeogenesis 
Rv1438,mtb064,Glycolysis / Gluconeogenesis 
Rv1530,mtb064,Glycolysis / Gluconeogenesis 
Rv1617,mtb064,Glycolysis / Gluconeogenesis 
Rv1862,mtb064,Glycolysis / Gluconeogenesis 
Rv2029c,mtb064,Glycolysis / Gluconeogenesis 
Rv2215,mtb064,Glycolysis / Gluconeogenesis 
Rv2241,mtb064,Glycolysis / Gluconeogenesis 
Rv2454c,mtb064,Glycolysis / Gluconeogenesis 
Rv2455c,mtb064,Glycolysis / Gluconeogenesis 
Rv2702,mtb064,Glycolysis / Gluconeogenesis 
Rv3010c,mtb064,Glycolysis / Gluconeogenesis 
Rv3045,mtb064,Glycolysis / Gluconeogenesis 
Rv3068c,mtb064,Glycolysis / Gluconeogenesis 
Rv3667,mtb064,Glycolysis / Gluconeogenesis 
Rv0070c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv0118c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv0243,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv0462,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv0467,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv0859,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv0889c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv0896,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv0914c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1074c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1093,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1131,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1240,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1248c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1257c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1322A,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1323,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1475c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1492,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1493,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1826,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1832,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1837c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1867,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1878,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1915,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv1916,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv2205c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv2211c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv2220,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv2222c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv2247,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv2860c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv2964,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv3280,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv3281,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv3285,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv3523,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv3546,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv3556c,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv3667,mtb065,Glyoxylate and dicarboxylate metabolism 
Rv0147,mtb066,Histidine metabolism 
Rv0223c,mtb066,Histidine metabolism 
Rv0768,mtb066,Histidine metabolism 
Rv1599,mtb066,Histidine metabolism 
Rv1600,mtb066,Histidine metabolism 
Rv1601,mtb066,Histidine metabolism 
Rv1602,mtb066,Histidine metabolism 
Rv1603,mtb066,Histidine metabolism 
Rv1605,mtb066,Histidine metabolism 
Rv1606,mtb066,Histidine metabolism 
Rv2121c,mtb066,Histidine metabolism 
Rv2122c,mtb066,Histidine metabolism 
Rv3137,mtb066,Histidine metabolism 
Rv3170,mtb066,Histidine metabolism 
Rv3700c,mtb066,Histidine metabolism 
Rv3701c,mtb066,Histidine metabolism 
Rv3702c,mtb066,Histidine metabolism 
Rv3703c,mtb066,Histidine metabolism 
Rv3772,mtb066,Histidine metabolism 
Rv0002,mtb067,Homologous recombination 
Rv0003,mtb067,Homologous recombination 
Rv0054,mtb067,Homologous recombination 
Rv0629c,mtb067,Homologous recombination 
Rv0630c,mtb067,Homologous recombination 
Rv0631c,mtb067,Homologous recombination 
Rv1402,mtb067,Homologous recombination 
Rv1547,mtb067,Homologous recombination 
Rv1629,mtb067,Homologous recombination 
Rv2191,mtb067,Homologous recombination 
Rv2362c,mtb067,Homologous recombination 
Rv2413c,mtb067,Homologous recombination 
Rv2478c,mtb067,Homologous recombination 
Rv2592c,mtb067,Homologous recombination 
Rv2593c,mtb067,Homologous recombination 
Rv2594c,mtb067,Homologous recombination 
Rv2737c,mtb067,Homologous recombination 
Rv2973c,mtb067,Homologous recombination 
Rv3644c,mtb067,Homologous recombination 
Rv3711c,mtb067,Homologous recombination 
Rv3715c,mtb067,Homologous recombination 
Rv3721c,mtb067,Homologous recombination 
Rv0045c,mtb068,Hydrolase
Rv0046c,mtb069,Inositol phosphate metabolism 
Rv0753c,mtb069,Inositol phosphate metabolism 
Rv1438,mtb069,Inositol phosphate metabolism 
Rv1604,mtb069,Inositol phosphate metabolism 
Rv2349c,mtb069,Inositol phosphate metabolism 
Rv2350c,mtb069,Inositol phosphate metabolism 
Rv2351c,mtb069,Inositol phosphate metabolism 
Rv2612c,mtb069,Inositol phosphate metabolism 
Rv2701c,mtb069,Inositol phosphate metabolism 
Rv3310,mtb069,Inositol phosphate metabolism 
Rv0147,mtb070,Limonene degradation 
Rv0223c,mtb070,Limonene degradation 
Rv0768,mtb070,Limonene degradation 
Rv2740,mtb070,Limonene degradation 
Rv3618,mtb070,Limonene degradation 
Rv0033,mtb071,Lipid metabolism
Rv0035,mtb071,Lipid metabolism
Rv0236c,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv0541c,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv1159,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv1459c,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv1635c,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv2174,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv2181,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv2188c,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv2610c,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv2611c,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv2673,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv3793,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv3805c,mtb072,Lipoarabinomannan (LAM) biosynthesis 
Rv0462,mtb073,Lipoic acid metabolism 
Rv1248c,mtb073,Lipoic acid metabolism 
Rv1826,mtb073,Lipoic acid metabolism 
Rv1832,mtb073,Lipoic acid metabolism 
Rv2211c,mtb073,Lipoic acid metabolism 
Rv2215,mtb073,Lipoic acid metabolism 
Rv2217,mtb073,Lipoic acid metabolism 
Rv2218,mtb073,Lipoic acid metabolism 
Rv2241,mtb073,Lipoic acid metabolism 
Rv2495c,mtb073,Lipoic acid metabolism 
Rv2496c,mtb073,Lipoic acid metabolism 
Rv2497c,mtb073,Lipoic acid metabolism 
Rv0113,mtb074,Lipopolysaccharide biosynthesis 
Rv0114,mtb074,Lipopolysaccharide biosynthesis 
Rv0115,mtb074,Lipopolysaccharide biosynthesis 
Rv0858c,mtb075,Lysine biosynthesis 
Rv1201c,mtb075,Lysine biosynthesis 
Rv1202,mtb075,Lysine biosynthesis 
Rv1293,mtb075,Lysine biosynthesis 
Rv1294,mtb075,Lysine biosynthesis 
Rv1655,mtb075,Lysine biosynthesis 
Rv2157c,mtb075,Lysine biosynthesis 
Rv2158c,mtb075,Lysine biosynthesis 
Rv2726c,mtb075,Lysine biosynthesis 
Rv2753c,mtb075,Lysine biosynthesis 
Rv2773c,mtb075,Lysine biosynthesis 
Rv3708c,mtb075,Lysine biosynthesis 
Rv3709c,mtb075,Lysine biosynthesis 
Rv0147,mtb076,Lysine degradation 
Rv0223c,mtb076,Lysine degradation 
Rv0234c,mtb076,Lysine degradation 
Rv0243,mtb076,Lysine degradation 
Rv0400c,mtb076,Lysine degradation 
Rv0462,mtb076,Lysine degradation 
Rv0768,mtb076,Lysine degradation 
Rv0859,mtb076,Lysine degradation 
Rv0860,mtb076,Lysine degradation 
Rv0914c,mtb076,Lysine degradation 
Rv1070c,mtb076,Lysine degradation 
Rv1074c,mtb076,Lysine degradation 
Rv1323,mtb076,Lysine degradation 
Rv1472,mtb076,Lysine degradation 
Rv1731,mtb076,Lysine degradation 
Rv1867,mtb076,Lysine degradation 
Rv2486,mtb076,Lysine degradation 
Rv2589,mtb076,Lysine degradation 
Rv3039c,mtb076,Lysine degradation 
Rv3293,mtb076,Lysine degradation 
Rv3523,mtb076,Lysine degradation 
Rv3546,mtb076,Lysine degradation 
Rv3556c,mtb076,Lysine degradation 
Rv1002c,mtb077,Mannose type O-glycan biosynthesis 
Rv0071,mtb078,Maturase
Rv0016c,mtb079,Metabolic pathways 
Rv0021c,mtb079,Metabolic pathways 
Rv0032,mtb079,Metabolic pathways 
Rv0046c,mtb079,Metabolic pathways 
Rv0062,mtb079,Metabolic pathways 
Rv0066c,mtb079,Metabolic pathways 
Rv0069c,mtb079,Metabolic pathways 
Rv0070c,mtb079,Metabolic pathways 
Rv0075,mtb079,Metabolic pathways 
Rv0091,mtb079,Metabolic pathways 
Rv0112,mtb079,Metabolic pathways 
Rv0113,mtb079,Metabolic pathways 
Rv0114,mtb079,Metabolic pathways 
Rv0115,mtb079,Metabolic pathways 
Rv0118c,mtb079,Metabolic pathways 
Rv0126,mtb079,Metabolic pathways 
Rv0127,mtb079,Metabolic pathways 
Rv0129c,mtb079,Metabolic pathways 
Rv0131c,mtb079,Metabolic pathways 
Rv0147,mtb079,Metabolic pathways 
Rv0154c,mtb079,Metabolic pathways 
Rv0155,mtb079,Metabolic pathways 
Rv0156,mtb079,Metabolic pathways 
Rv0157,mtb079,Metabolic pathways 
Rv0183,mtb079,Metabolic pathways 
Rv0186,mtb079,Metabolic pathways 
Rv0189c,mtb079,Metabolic pathways 
Rv0211,mtb079,Metabolic pathways 
Rv0212c,mtb079,Metabolic pathways 
Rv0221,mtb079,Metabolic pathways 
Rv0223c,mtb079,Metabolic pathways 
Rv0231,mtb079,Metabolic pathways 
Rv0233,mtb079,Metabolic pathways 
Rv0234c,mtb079,Metabolic pathways 
Rv0237,mtb079,Metabolic pathways 
Rv0242c,mtb079,Metabolic pathways 
Rv0243,mtb079,Metabolic pathways 
Rv0247c,mtb079,Metabolic pathways 
Rv0248c,mtb079,Metabolic pathways 
Rv0252,mtb079,Metabolic pathways 
Rv0253,mtb079,Metabolic pathways 
Rv0254c,mtb079,Metabolic pathways 
Rv0255c,mtb079,Metabolic pathways 
Rv0260c,mtb079,Metabolic pathways 
Rv0266c,mtb079,Metabolic pathways 
Rv0306,mtb079,Metabolic pathways 
Rv0321,mtb079,Metabolic pathways 
Rv0322,mtb079,Metabolic pathways 
Rv0334,mtb079,Metabolic pathways 
Rv0337c,mtb079,Metabolic pathways 
Rv0345,mtb079,Metabolic pathways 
Rv0357c,mtb079,Metabolic pathways 
Rv0363c,mtb079,Metabolic pathways 
Rv0371c,mtb079,Metabolic pathways 
Rv0382c,mtb079,Metabolic pathways 
Rv0389,mtb079,Metabolic pathways 
Rv0391,mtb079,Metabolic pathways 
Rv0392c,mtb079,Metabolic pathways 
Rv0400c,mtb079,Metabolic pathways 
Rv0408,mtb079,Metabolic pathways 
Rv0409,mtb079,Metabolic pathways 
Rv0414c,mtb079,Metabolic pathways 
Rv0415,mtb079,Metabolic pathways 
Rv0417,mtb079,Metabolic pathways 
Rv0422c,mtb079,Metabolic pathways 
Rv0423c,mtb079,Metabolic pathways 
Rv0428c,mtb079,Metabolic pathways 
Rv0433,mtb079,Metabolic pathways 
Rv0436c,mtb079,Metabolic pathways 
Rv0437c,mtb079,Metabolic pathways 
Rv0438c,mtb079,Metabolic pathways 
Rv0458,mtb079,Metabolic pathways 
Rv0462,mtb079,Metabolic pathways 
Rv0467,mtb079,Metabolic pathways 
Rv0468,mtb079,Metabolic pathways 
Rv0478,mtb079,Metabolic pathways 
Rv0482,mtb079,Metabolic pathways 
Rv0489,mtb079,Metabolic pathways 
Rv0496,mtb079,Metabolic pathways 
Rv0500,mtb079,Metabolic pathways 
Rv0501,mtb079,Metabolic pathways 
Rv0504c,mtb079,Metabolic pathways 
Rv0509,mtb079,Metabolic pathways 
Rv0510,mtb079,Metabolic pathways 
Rv0511,mtb079,Metabolic pathways 
Rv0512,mtb079,Metabolic pathways 
Rv0524,mtb079,Metabolic pathways 
Rv0533c,mtb079,Metabolic pathways 
Rv0534c,mtb079,Metabolic pathways 
Rv0535,mtb079,Metabolic pathways 
Rv0542c,mtb079,Metabolic pathways 
Rv0548c,mtb079,Metabolic pathways 
Rv0553,mtb079,Metabolic pathways 
Rv0555,mtb079,Metabolic pathways 
Rv0558,mtb079,Metabolic pathways 
Rv0570,mtb079,Metabolic pathways 
Rv0573c,mtb079,Metabolic pathways 
Rv0620,mtb079,Metabolic pathways 
Rv0635,mtb079,Metabolic pathways 
Rv0636,mtb079,Metabolic pathways 
Rv0637,mtb079,Metabolic pathways 
Rv0649,mtb079,Metabolic pathways 
Rv0650,mtb079,Metabolic pathways 
Rv0669c,mtb079,Metabolic pathways 
Rv0727c,mtb079,Metabolic pathways 
Rv0728c,mtb079,Metabolic pathways 
Rv0729,mtb079,Metabolic pathways 
Rv0733,mtb079,Metabolic pathways 
Rv0751c,mtb079,Metabolic pathways 
Rv0753c,mtb079,Metabolic pathways 
Rv0760c,mtb079,Metabolic pathways 
Rv0761c,mtb079,Metabolic pathways 
Rv0764c,mtb079,Metabolic pathways 
Rv0768,mtb079,Metabolic pathways 
Rv0771,mtb079,Metabolic pathways 
Rv0772,mtb079,Metabolic pathways 
Rv0773c,mtb079,Metabolic pathways 
Rv0777,mtb079,Metabolic pathways 
Rv0780,mtb079,Metabolic pathways 
Rv0787A,mtb079,Metabolic pathways 
Rv0788,mtb079,Metabolic pathways 
Rv0803,mtb079,Metabolic pathways 
Rv0805,mtb079,Metabolic pathways 
Rv0806c,mtb079,Metabolic pathways 
Rv0808,mtb079,Metabolic pathways 
Rv0809,mtb079,Metabolic pathways 
Rv0815c,mtb079,Metabolic pathways 
Rv0824c,mtb079,Metabolic pathways 
Rv0840c,mtb079,Metabolic pathways 
Rv0848,mtb079,Metabolic pathways 
Rv0855,mtb079,Metabolic pathways 
Rv0858c,mtb079,Metabolic pathways 
Rv0859,mtb079,Metabolic pathways 
Rv0860,mtb079,Metabolic pathways 
Rv0864,mtb079,Metabolic pathways 
Rv0866,mtb079,Metabolic pathways 
Rv0869c,mtb079,Metabolic pathways 
Rv0884c,mtb079,Metabolic pathways 
Rv0889c,mtb079,Metabolic pathways 
Rv0895,mtb079,Metabolic pathways 
Rv0896,mtb079,Metabolic pathways 
Rv0914c,mtb079,Metabolic pathways 
Rv0946c,mtb079,Metabolic pathways 
Rv0948c,mtb079,Metabolic pathways 
Rv0951,mtb079,Metabolic pathways 
Rv0952,mtb079,Metabolic pathways 
Rv0956,mtb079,Metabolic pathways 
Rv0957,mtb079,Metabolic pathways 
Rv0958,mtb079,Metabolic pathways 
Rv0975c,mtb079,Metabolic pathways 
Rv0992c,mtb079,Metabolic pathways 
Rv0993,mtb079,Metabolic pathways 
Rv0994,mtb079,Metabolic pathways 
Rv1001,mtb079,Metabolic pathways 
Rv1002c,mtb079,Metabolic pathways 
Rv1007c,mtb079,Metabolic pathways 
Rv1011,mtb079,Metabolic pathways 
Rv1017c,mtb079,Metabolic pathways 
Rv1018c,mtb079,Metabolic pathways 
Rv1021,mtb079,Metabolic pathways 
Rv1023,mtb079,Metabolic pathways 
Rv1026,mtb079,Metabolic pathways 
Rv1070c,mtb079,Metabolic pathways 
Rv1074c,mtb079,Metabolic pathways 
Rv1077,mtb079,Metabolic pathways 
Rv1079,mtb079,Metabolic pathways 
Rv1092c,mtb079,Metabolic pathways 
Rv1093,mtb079,Metabolic pathways 
Rv1094,mtb079,Metabolic pathways 
Rv1098c,mtb079,Metabolic pathways 
Rv1099c,mtb079,Metabolic pathways 
Rv1110,mtb079,Metabolic pathways 
Rv1121,mtb079,Metabolic pathways 
Rv1122,mtb079,Metabolic pathways 
Rv1127c,mtb079,Metabolic pathways 
Rv1130,mtb079,Metabolic pathways 
Rv1131,mtb079,Metabolic pathways 
Rv1133c,mtb079,Metabolic pathways 
Rv1143,mtb079,Metabolic pathways 
Rv1151c,mtb079,Metabolic pathways 
Rv1159,mtb079,Metabolic pathways 
Rv1159A,mtb079,Metabolic pathways 
Rv1161,mtb079,Metabolic pathways 
Rv1162,mtb079,Metabolic pathways 
Rv1164,mtb079,Metabolic pathways 
Rv1173,mtb079,Metabolic pathways 
Rv1187,mtb079,Metabolic pathways 
Rv1188,mtb079,Metabolic pathways 
Rv1201c,mtb079,Metabolic pathways 
Rv1202,mtb079,Metabolic pathways 
Rv1207,mtb079,Metabolic pathways 
Rv1212c,mtb079,Metabolic pathways 
Rv1213,mtb079,Metabolic pathways 
Rv1240,mtb079,Metabolic pathways 
Rv1248c,mtb079,Metabolic pathways 
Rv1257c,mtb079,Metabolic pathways 
Rv1263,mtb079,Metabolic pathways 
Rv1264,mtb079,Metabolic pathways 
Rv1284,mtb079,Metabolic pathways 
Rv1285,mtb079,Metabolic pathways 
Rv1286,mtb079,Metabolic pathways 
Rv1293,mtb079,Metabolic pathways 
Rv1294,mtb079,Metabolic pathways 
Rv1295,mtb079,Metabolic pathways 
Rv1296,mtb079,Metabolic pathways 
Rv1302,mtb079,Metabolic pathways 
Rv1304,mtb079,Metabolic pathways 
Rv1305,mtb079,Metabolic pathways 
Rv1306,mtb079,Metabolic pathways 
Rv1307,mtb079,Metabolic pathways 
Rv1308,mtb079,Metabolic pathways 
Rv1309,mtb079,Metabolic pathways 
Rv1310,mtb079,Metabolic pathways 
Rv1311,mtb079,Metabolic pathways 
Rv1314c,mtb079,Metabolic pathways 
Rv1315,mtb079,Metabolic pathways 
Rv1322A,mtb079,Metabolic pathways 
Rv1323,mtb079,Metabolic pathways 
Rv1326c,mtb079,Metabolic pathways 
Rv1327c,mtb079,Metabolic pathways 
Rv1328,mtb079,Metabolic pathways 
Rv1330c,mtb079,Metabolic pathways 
Rv1338,mtb079,Metabolic pathways 
Rv1341,mtb079,Metabolic pathways 
Rv1344,mtb079,Metabolic pathways 
Rv1350,mtb079,Metabolic pathways 
Rv1379,mtb079,Metabolic pathways 
Rv1380,mtb079,Metabolic pathways 
Rv1381,mtb079,Metabolic pathways 
Rv1383,mtb079,Metabolic pathways 
Rv1384,mtb079,Metabolic pathways 
Rv1385,mtb079,Metabolic pathways 
Rv1389,mtb079,Metabolic pathways 
Rv1391,mtb079,Metabolic pathways 
Rv1392,mtb079,Metabolic pathways 
Rv1406,mtb079,Metabolic pathways 
Rv1408,mtb079,Metabolic pathways 
Rv1409,mtb079,Metabolic pathways 
Rv1412,mtb079,Metabolic pathways 
Rv1415,mtb079,Metabolic pathways 
Rv1416,mtb079,Metabolic pathways 
Rv1425,mtb079,Metabolic pathways 
Rv1436,mtb079,Metabolic pathways 
Rv1437,mtb079,Metabolic pathways 
Rv1438,mtb079,Metabolic pathways 
Rv1442,mtb079,Metabolic pathways 
Rv1445c,mtb079,Metabolic pathways 
Rv1447c,mtb079,Metabolic pathways 
Rv1448c,mtb079,Metabolic pathways 
Rv1449c,mtb079,Metabolic pathways 
