GeneID,PathwayID,PathwayName
Rv2932,mtb086,Uncharacterized protein
Rv2933,mtb086,Uncharacterized protein
Rv2934,mtb086,Uncharacterized protein
Rv2935,mtb086,Uncharacterized protein
Rv2936,mtb086,Uncharacterized protein
Rv2937,mtb086,Uncharacterized protein
Rv2938,mtb086,Uncharacterized protein
Rv2939,mtb086,Uncharacterized protein
Rv2940c,mtb086,Uncharacterized protein
Rv2941,mtb086,Uncharacterized protein
Rv2942,mtb086,Uncharacterized protein
Rv2943,mtb086,Uncharacterized protein
Rv2943A,mtb086,Uncharacterized protein
Rv2944,mtb086,Uncharacterized protein
Rv2945c,mtb086,Uncharacterized protein
Rv2946c,mtb086,Uncharacterized protein
Rv2947c,mtb086,Uncharacterized protein
Rv2948c,mtb086,Uncharacterized protein
Rv2950c,mtb086,Uncharacterized protein
Rv2951c,mtb086,Uncharacterized protein
Rv2952,mtb086,Uncharacterized protein
Rv2953,mtb086,Uncharacterized protein
Rv2954c,mtb086,Uncharacterized protein
Rv2955c,mtb086,Uncharacterized protein
Rv2956,mtb086,Uncharacterized protein
Rv2957,mtb086,Uncharacterized protein
Rv2958c,mtb086,Uncharacterized protein
Rv2959c,mtb086,Uncharacterized protein
Rv2960c,mtb086,Uncharacterized protein
Rv2961,mtb086,Uncharacterized protein
Rv2962c,mtb086,Uncharacterized protein
Rv2963,mtb086,Uncharacterized protein
Rv2966c,mtb086,Uncharacterized protein
Rv2968c,mtb086,Uncharacterized protein
Rv2969c,mtb086,Uncharacterized protein
Rv2970A,mtb086,Uncharacterized protein
Rv2970c,mtb086,Uncharacterized protein
Rv2971,mtb086,Uncharacterized protein
Rv2972c,mtb086,Uncharacterized protein
Rv2974c,mtb086,Uncharacterized protein
Rv2975c,mtb086,Uncharacterized protein
Rv2978c,mtb086,Uncharacterized protein
Rv2979c,mtb086,Uncharacterized protein
Rv2980,mtb086,Uncharacterized protein
Rv2985,mtb086,Uncharacterized protein
Rv2986c,mtb086,Uncharacterized protein
Rv2989,mtb086,Uncharacterized protein
Rv2990c,mtb086,Uncharacterized protein
Rv2991,mtb086,Uncharacterized protein
Rv2993c,mtb086,Uncharacterized protein
Rv2994,mtb086,Uncharacterized protein
Rv2997,mtb086,Uncharacterized protein
Rv2998,mtb086,Uncharacterized protein
Rv2999,mtb086,Uncharacterized protein
Rv3000,mtb086,Uncharacterized protein
Rv3004,mtb086,Uncharacterized protein
Rv3005c,mtb086,Uncharacterized protein
Rv3006,mtb086,Uncharacterized protein
Rv3007c,mtb086,Uncharacterized protein
Rv3008,mtb086,Uncharacterized protein
Rv3013,mtb086,Uncharacterized protein
Rv3015c,mtb086,Uncharacterized protein
Rv3016,mtb086,Uncharacterized protein
Rv3018c,mtb086,Uncharacterized protein
Rv3022A,mtb086,Uncharacterized protein
Rv3023c,mtb086,Uncharacterized protein
Rv3026c,mtb086,Uncharacterized protein
Rv3027c,mtb086,Uncharacterized protein
Rv3028c,mtb086,Uncharacterized protein
Rv3029c,mtb086,Uncharacterized protein
Rv3030,mtb086,Uncharacterized protein
Rv3032A,mtb086,Uncharacterized protein
Rv3033,mtb086,Uncharacterized protein
Rv3034c,mtb086,Uncharacterized protein
Rv3035,mtb086,Uncharacterized protein
Rv3036c,mtb086,Uncharacterized protein
Rv3037c,mtb086,Uncharacterized protein
Rv3038c,mtb086,Uncharacterized protein
Rv3040c,mtb086,Uncharacterized protein
Rv3041c,mtb086,Uncharacterized protein
Rv3044,mtb086,Uncharacterized protein
Rv3046c,mtb086,Uncharacterized protein
Rv3047c,mtb086,Uncharacterized protein
Rv3049c,mtb086,Uncharacterized protein
Rv3050c,mtb086,Uncharacterized protein
Rv3052c,mtb086,Uncharacterized protein
Rv3053c,mtb086,Uncharacterized protein
Rv3054c,mtb086,Uncharacterized protein
Rv3055,mtb086,Uncharacterized protein
Rv3056,mtb086,Uncharacterized protein
Rv3057c,mtb086,Uncharacterized protein
Rv3058c,mtb086,Uncharacterized protein
Rv3059,mtb086,Uncharacterized protein
Rv3060c,mtb086,Uncharacterized protein
Rv3061c,mtb086,Uncharacterized protein
Rv3062,mtb086,Uncharacterized protein
Rv3063,mtb086,Uncharacterized protein
Rv3064c,mtb086,Uncharacterized protein
Rv3065,mtb086,Uncharacterized protein
Rv3066,mtb086,Uncharacterized protein
Rv3067,mtb086,Uncharacterized protein
Rv3069,mtb086,Uncharacterized protein
Rv3070,mtb086,Uncharacterized protein
Rv3071,mtb086,Uncharacterized protein
Rv3072c,mtb086,Uncharacterized protein
Rv3073c,mtb086,Uncharacterized protein
Rv3074,mtb086,Uncharacterized protein
Rv3076,mtb086,Uncharacterized protein
Rv3077,mtb086,Uncharacterized protein
Rv3079c,mtb086,Uncharacterized protein
Rv3081,mtb086,Uncharacterized protein
Rv3082c,mtb086,Uncharacterized protein
Rv3084,mtb086,Uncharacterized protein
Rv3085,mtb086,Uncharacterized protein
Rv3086,mtb086,Uncharacterized protein
Rv3089,mtb086,Uncharacterized protein
Rv3090,mtb086,Uncharacterized protein
Rv3091,mtb086,Uncharacterized protein
Rv3092c,mtb086,Uncharacterized protein
Rv3093c,mtb086,Uncharacterized protein
Rv3094c,mtb086,Uncharacterized protein
Rv3095,mtb086,Uncharacterized protein
Rv3096,mtb086,Uncharacterized protein
Rv3098A,mtb086,Uncharacterized protein
Rv3098c,mtb086,Uncharacterized protein
Rv3099c,mtb086,Uncharacterized protein
Rv3100c,mtb086,Uncharacterized protein
Rv3103c,mtb086,Uncharacterized protein
Rv3104c,mtb086,Uncharacterized protein
Rv3105c,mtb086,Uncharacterized protein
Rv3106,mtb086,Uncharacterized protein
Rv3108,mtb086,Uncharacterized protein
Rv3113,mtb086,Uncharacterized protein
Rv3114,mtb086,Uncharacterized protein
Rv3115,mtb086,Uncharacterized protein
Rv3118,mtb086,Uncharacterized protein
Rv3120,mtb086,Uncharacterized protein
Rv3121,mtb086,Uncharacterized protein
Rv3122,mtb086,Uncharacterized protein
Rv3123,mtb086,Uncharacterized protein
Rv3124,mtb086,Uncharacterized protein
Rv3125c,mtb086,Uncharacterized protein
Rv3126c,mtb086,Uncharacterized protein
Rv3127,mtb086,Uncharacterized protein
Rv3131,mtb086,Uncharacterized protein
Rv3134c,mtb086,Uncharacterized protein
Rv3135,mtb086,Uncharacterized protein
Rv3136,mtb086,Uncharacterized protein
Rv3136A,mtb086,Uncharacterized protein
Rv3138,mtb086,Uncharacterized protein
Rv3139,mtb086,Uncharacterized protein
Rv3141,mtb086,Uncharacterized protein
Rv3142c,mtb086,Uncharacterized protein
Rv3143,mtb086,Uncharacterized protein
Rv3144c,mtb086,Uncharacterized protein
Rv3159c,mtb086,Uncharacterized protein
Rv3160c,mtb086,Uncharacterized protein
Rv3161c,mtb086,Uncharacterized protein
Rv3162c,mtb086,Uncharacterized protein
Rv3163c,mtb086,Uncharacterized protein
Rv3164c,mtb086,Uncharacterized protein
Rv3165c,mtb086,Uncharacterized protein
Rv3166c,mtb086,Uncharacterized protein
Rv3167c,mtb086,Uncharacterized protein
Rv3168,mtb086,Uncharacterized protein
Rv3169,mtb086,Uncharacterized protein
Rv3171c,mtb086,Uncharacterized protein
Rv3172c,mtb086,Uncharacterized protein
Rv3173c,mtb086,Uncharacterized protein
Rv3174,mtb086,Uncharacterized protein
Rv3176c,mtb086,Uncharacterized protein
Rv3177,mtb086,Uncharacterized protein
Rv3178,mtb086,Uncharacterized protein
Rv3178a,mtb086,Uncharacterized protein
Rv3179,mtb086,Uncharacterized protein
Rv3180c,mtb086,Uncharacterized protein
Rv3181c,mtb086,Uncharacterized protein
Rv3182,mtb086,Uncharacterized protein
Rv3183,mtb086,Uncharacterized protein
Rv3188,mtb086,Uncharacterized protein
Rv3189,mtb086,Uncharacterized protein
Rv3190A,mtb086,Uncharacterized protein
Rv3190c,mtb086,Uncharacterized protein
Rv3191c,mtb086,Uncharacterized protein
Rv3192,mtb086,Uncharacterized protein
Rv3193c,mtb086,Uncharacterized protein
Rv3194c,mtb086,Uncharacterized protein
Rv3195,mtb086,Uncharacterized protein
Rv3196,mtb086,Uncharacterized protein
Rv3196A,mtb086,Uncharacterized protein
Rv3197,mtb086,Uncharacterized protein
Rv3197A,mtb086,Uncharacterized protein
Rv3198A,mtb086,Uncharacterized protein
Rv3200c,mtb086,Uncharacterized protein
Rv3202a,mtb086,Uncharacterized protein
Rv3202c,mtb086,Uncharacterized protein
Rv3203,mtb086,Uncharacterized protein
Rv3204,mtb086,Uncharacterized protein
Rv3205c,mtb086,Uncharacterized protein
Rv3207c,mtb086,Uncharacterized protein
Rv3208,mtb086,Uncharacterized protein
Rv3208A,mtb086,Uncharacterized protein
Rv3209,mtb086,Uncharacterized protein
Rv3210c,mtb086,Uncharacterized protein
Rv3211,mtb086,Uncharacterized protein
Rv3212,mtb086,Uncharacterized protein
Rv3213c,mtb086,Uncharacterized protein
Rv3214,mtb086,Uncharacterized protein
Rv3217c,mtb086,Uncharacterized protein
Rv3218,mtb086,Uncharacterized protein
Rv3219,mtb086,Uncharacterized protein
Rv3220c,mtb086,Uncharacterized protein
Rv3221A,mtb086,Uncharacterized protein
Rv3221c,mtb086,Uncharacterized protein
Rv3222c,mtb086,Uncharacterized protein
Rv3223c,mtb086,Uncharacterized protein
Rv3224,mtb086,Uncharacterized protein
Rv3225c,mtb086,Uncharacterized protein
Rv3226c,mtb086,Uncharacterized protein
Rv3231c,mtb086,Uncharacterized protein
Rv3235,mtb086,Uncharacterized protein
Rv3236c,mtb086,Uncharacterized protein
Rv3237c,mtb086,Uncharacterized protein
Rv3239c,mtb086,Uncharacterized protein
Rv3241c,mtb086,Uncharacterized protein
Rv3242c,mtb086,Uncharacterized protein
Rv3243c,mtb086,Uncharacterized protein
Rv3244c,mtb086,Uncharacterized protein
Rv3249c,mtb086,Uncharacterized protein
Rv3250c,mtb086,Uncharacterized protein
Rv3251c,mtb086,Uncharacterized protein
Rv3253c,mtb086,Uncharacterized protein
Rv3254,mtb086,Uncharacterized protein
Rv3256c,mtb086,Uncharacterized protein
Rv3258c,mtb086,Uncharacterized protein
Rv3259,mtb086,Uncharacterized protein
Rv3260c,mtb086,Uncharacterized protein
Rv3263,mtb086,Uncharacterized protein
Rv3267,mtb086,Uncharacterized protein
Rv3268,mtb086,Uncharacterized protein
Rv3269,mtb086,Uncharacterized protein
Rv3270,mtb086,Uncharacterized protein
Rv3271c,mtb086,Uncharacterized protein
Rv3272,mtb086,Uncharacterized protein
Rv3274c,mtb086,Uncharacterized protein
Rv3277,mtb086,Uncharacterized protein
Rv3278c,mtb086,Uncharacterized protein
Rv3284,mtb086,Uncharacterized protein
Rv3286c,mtb086,Uncharacterized protein
Rv3287c,mtb086,Uncharacterized protein
Rv3288c,mtb086,Uncharacterized protein
Rv3289c,mtb086,Uncharacterized protein
Rv3290c,mtb086,Uncharacterized protein
Rv3291c,mtb086,Uncharacterized protein
Rv3292,mtb086,Uncharacterized protein
Rv3294c,mtb086,Uncharacterized protein
Rv3295,mtb086,Uncharacterized protein
Rv3296,mtb086,Uncharacterized protein
Rv3298c,mtb086,Uncharacterized protein
Rv3299c,mtb086,Uncharacterized protein
Rv3300c,mtb086,Uncharacterized protein
Rv3301c,mtb086,Uncharacterized protein
Rv3303c,mtb086,Uncharacterized protein
Rv3304,mtb086,Uncharacterized protein
Rv3305c,mtb086,Uncharacterized protein
Rv3306c,mtb086,Uncharacterized protein
Rv3311,mtb086,Uncharacterized protein
Rv3312A,mtb086,Uncharacterized protein
Rv3312b,mtb086,Uncharacterized protein
Rv3312c,mtb086,Uncharacterized protein
Rv3320c,mtb086,Uncharacterized protein
Rv3321c,mtb086,Uncharacterized protein
Rv3322c,mtb086,Uncharacterized protein
Rv3327,mtb086,Uncharacterized protein
Rv3328c,mtb086,Uncharacterized protein
Rv3329,mtb086,Uncharacterized protein
Rv3331,mtb086,Uncharacterized protein
Rv3333c,mtb086,Uncharacterized protein
Rv3334,mtb086,Uncharacterized protein
Rv3335c,mtb086,Uncharacterized protein
Rv3342,mtb086,Uncharacterized protein
Rv3343c,mtb086,Uncharacterized protein
Rv3344c,mtb086,Uncharacterized protein
Rv3345c,mtb086,Uncharacterized protein
Rv3346c,mtb086,Uncharacterized protein
Rv3347c,mtb086,Uncharacterized protein
Rv3348,mtb086,Uncharacterized protein
Rv3349c,mtb086,Uncharacterized protein
Rv3350c,mtb086,Uncharacterized protein
Rv3351c,mtb086,Uncharacterized protein
Rv3352c,mtb086,Uncharacterized protein
Rv3353c,mtb086,Uncharacterized protein
Rv3354,mtb086,Uncharacterized protein
Rv3355c,mtb086,Uncharacterized protein
Rv3357,mtb086,Uncharacterized protein
Rv3358,mtb086,Uncharacterized protein
Rv3359,mtb086,Uncharacterized protein
Rv3360,mtb086,Uncharacterized protein
Rv3361c,mtb086,Uncharacterized protein
Rv3362c,mtb086,Uncharacterized protein
Rv3363c,mtb086,Uncharacterized protein
Rv3364c,mtb086,Uncharacterized protein
Rv3365c,mtb086,Uncharacterized protein
Rv3366,mtb086,Uncharacterized protein
Rv3367,mtb086,Uncharacterized protein
Rv3368c,mtb086,Uncharacterized protein
Rv3369,mtb086,Uncharacterized protein
Rv3370c,mtb086,Uncharacterized protein
Rv3373,mtb086,Uncharacterized protein
Rv3376,mtb086,Uncharacterized protein
Rv3377c,mtb086,Uncharacterized protein
Rv3378c,mtb086,Uncharacterized protein
Rv3384c,mtb086,Uncharacterized protein
Rv3385c,mtb086,Uncharacterized protein
Rv3386,mtb086,Uncharacterized protein
Rv3387,mtb086,Uncharacterized protein
Rv3388,mtb086,Uncharacterized protein
Rv3389c,mtb086,Uncharacterized protein
Rv3390,mtb086,Uncharacterized protein
Rv3391,mtb086,Uncharacterized protein
Rv3392c,mtb086,Uncharacterized protein
Rv3394c,mtb086,Uncharacterized protein
Rv3395A,mtb086,Uncharacterized protein
Rv3395c,mtb086,Uncharacterized protein
Rv3399,mtb086,Uncharacterized protein
Rv3400,mtb086,Uncharacterized protein
Rv3401,mtb086,Uncharacterized protein
Rv3402c,mtb086,Uncharacterized protein
Rv3403c,mtb086,Uncharacterized protein
Rv3404c,mtb086,Uncharacterized protein
Rv3405c,mtb086,Uncharacterized protein
Rv3406,mtb086,Uncharacterized protein
Rv3407,mtb086,Uncharacterized protein
Rv3408,mtb086,Uncharacterized protein
Rv3412,mtb086,Uncharacterized protein
Rv3413c,mtb086,Uncharacterized protein
Rv3414c,mtb086,Uncharacterized protein
Rv3415c,mtb086,Uncharacterized protein
Rv3416,mtb086,Uncharacterized protein
Rv3418c,mtb086,Uncharacterized protein
Rv3419c,mtb086,Uncharacterized protein
Rv3420c,mtb086,Uncharacterized protein
Rv3421c,mtb086,Uncharacterized protein
Rv3422c,mtb086,Uncharacterized protein
Rv3424c,mtb086,Uncharacterized protein
Rv3425,mtb086,Uncharacterized protein
Rv3426,mtb086,Uncharacterized protein
Rv3427c,mtb086,Uncharacterized protein
Rv3428c,mtb086,Uncharacterized protein
Rv3429,mtb086,Uncharacterized protein
Rv3430a,mtb086,Uncharacterized protein
Rv3430c,mtb086,Uncharacterized protein
Rv3433c,mtb086,Uncharacterized protein
Rv3434c,mtb086,Uncharacterized protein
Rv3435c,mtb086,Uncharacterized protein
Rv3437,mtb086,Uncharacterized protein
Rv3438,mtb086,Uncharacterized protein
Rv3439c,mtb086,Uncharacterized protein
Rv3440c,mtb086,Uncharacterized protein
Rv3446c,mtb086,Uncharacterized protein
Rv3449,mtb086,Uncharacterized protein
Rv3452,mtb086,Uncharacterized protein
Rv3455c,mtb086,Uncharacterized protein
Rv3462c,mtb086,Uncharacterized protein
Rv3463,mtb086,Uncharacterized protein
Rv3466,mtb086,Uncharacterized protein
Rv3467,mtb086,Uncharacterized protein
Rv3471c,mtb086,Uncharacterized protein
Rv3472,mtb086,Uncharacterized protein
Rv3473c,mtb086,Uncharacterized protein
Rv3477,mtb086,Uncharacterized protein
Rv3478,mtb086,Uncharacterized protein
Rv3479,mtb086,Uncharacterized protein
Rv3481c,mtb086,Uncharacterized protein
Rv3482c,mtb086,Uncharacterized protein
Rv3483c,mtb086,Uncharacterized protein
Rv3484,mtb086,Uncharacterized protein
Rv3485c,mtb086,Uncharacterized protein
Rv3486,mtb086,Uncharacterized protein
Rv3487c,mtb086,Uncharacterized protein
Rv3488,mtb086,Uncharacterized protein
Rv3489,mtb086,Uncharacterized protein
Rv3491,mtb086,Uncharacterized protein
Rv3492c,mtb086,Uncharacterized protein
Rv3493c,mtb086,Uncharacterized protein
Rv3502c,mtb086,Uncharacterized protein
Rv3503c,mtb086,Uncharacterized protein
Rv3504,mtb086,Uncharacterized protein
Rv3505,mtb086,Uncharacterized protein
Rv3506,mtb086,Uncharacterized protein
Rv3507,mtb086,Uncharacterized protein
Rv3508,mtb086,Uncharacterized protein
Rv3510c,mtb086,Uncharacterized protein
Rv3511,mtb086,Uncharacterized protein
Rv3512,mtb086,Uncharacterized protein
Rv3513c,mtb086,Uncharacterized protein
Rv3514,mtb086,Uncharacterized protein
Rv3515c,mtb086,Uncharacterized protein
Rv3516,mtb086,Uncharacterized protein
Rv3517,mtb086,Uncharacterized protein
Rv3519,mtb086,Uncharacterized protein
Rv3520c,mtb086,Uncharacterized protein
Rv3521,mtb086,Uncharacterized protein
Rv3522,mtb086,Uncharacterized protein
Rv3524,mtb086,Uncharacterized protein
Rv3525c,mtb086,Uncharacterized protein
Rv3527,mtb086,Uncharacterized protein
Rv3528c,mtb086,Uncharacterized protein
Rv3529c,mtb086,Uncharacterized protein
Rv3530c,mtb086,Uncharacterized protein
Rv3531c,mtb086,Uncharacterized protein
Rv3532,mtb086,Uncharacterized protein
Rv3533c,mtb086,Uncharacterized protein
Rv3538,mtb086,Uncharacterized protein
Rv3539,mtb086,Uncharacterized protein
Rv3540c,mtb086,Uncharacterized protein
Rv3541c,mtb086,Uncharacterized protein
Rv3542c,mtb086,Uncharacterized protein
Rv3543c,mtb086,Uncharacterized protein
Rv3544c,mtb086,Uncharacterized protein
Rv3547,mtb086,Uncharacterized protein
Rv3548c,mtb086,Uncharacterized protein
Rv3549c,mtb086,Uncharacterized protein
Rv3550,mtb086,Uncharacterized protein
Rv3551,mtb086,Uncharacterized protein
Rv3552,mtb086,Uncharacterized protein
Rv3553,mtb086,Uncharacterized protein
Rv3554,mtb086,Uncharacterized protein
Rv3555c,mtb086,Uncharacterized protein
Rv3557c,mtb086,Uncharacterized protein
Rv3558,mtb086,Uncharacterized protein
Rv3560c,mtb086,Uncharacterized protein
Rv3562,mtb086,Uncharacterized protein
Rv3563,mtb086,Uncharacterized protein
Rv3564,mtb086,Uncharacterized protein
Rv3565,mtb086,Uncharacterized protein
Rv3566A,mtb086,Uncharacterized protein
Rv3572,mtb086,Uncharacterized protein
Rv3573c,mtb086,Uncharacterized protein
Rv3574,mtb086,Uncharacterized protein
Rv3575c,mtb086,Uncharacterized protein
Rv3576,mtb086,Uncharacterized protein
Rv3577,mtb086,Uncharacterized protein
Rv3578,mtb086,Uncharacterized protein
Rv3579c,mtb086,Uncharacterized protein
Rv3583c,mtb086,Uncharacterized protein
Rv3584,mtb086,Uncharacterized protein
Rv3585,mtb086,Uncharacterized protein
Rv3586,mtb086,Uncharacterized protein
Rv3587c,mtb086,Uncharacterized protein
Rv3590c,mtb086,Uncharacterized protein
Rv3591c,mtb086,Uncharacterized protein
Rv3592,mtb086,Uncharacterized protein
Rv3593,mtb086,Uncharacterized protein
Rv3594,mtb086,Uncharacterized protein
Rv3595c,mtb086,Uncharacterized protein
Rv3596c,mtb086,Uncharacterized protein
Rv3597c,mtb086,Uncharacterized protein
Rv3603c,mtb086,Uncharacterized protein
Rv3604c,mtb086,Uncharacterized protein
Rv3605c,mtb086,Uncharacterized protein
Rv3610c,mtb086,Uncharacterized protein
Rv3612c,mtb086,Uncharacterized protein
Rv3613c,mtb086,Uncharacterized protein
Rv3614c,mtb086,Uncharacterized protein
Rv3615c,mtb086,Uncharacterized protein
Rv3616c,mtb086,Uncharacterized protein
Rv3617,mtb086,Uncharacterized protein
Rv3621c,mtb086,Uncharacterized protein
Rv3622c,mtb086,Uncharacterized protein
Rv3623,mtb086,Uncharacterized protein
Rv3625c,mtb086,Uncharacterized protein
Rv3626c,mtb086,Uncharacterized protein
Rv3629c,mtb086,Uncharacterized protein
Rv3630,mtb086,Uncharacterized protein
Rv3631,mtb086,Uncharacterized protein
Rv3632,mtb086,Uncharacterized protein
Rv3633,mtb086,Uncharacterized protein
Rv3635,mtb086,Uncharacterized protein
Rv3638,mtb086,Uncharacterized protein
Rv3639c,mtb086,Uncharacterized protein
Rv3640c,mtb086,Uncharacterized protein
Rv3641c,mtb086,Uncharacterized protein
Rv3642c,mtb086,Uncharacterized protein
Rv3643,mtb086,Uncharacterized protein
Rv3646c,mtb086,Uncharacterized protein
Rv3647c,mtb086,Uncharacterized protein
Rv3648c,mtb086,Uncharacterized protein
Rv3649,mtb086,Uncharacterized protein
Rv3650,mtb086,Uncharacterized protein
Rv3651,mtb086,Uncharacterized protein
Rv3652,mtb086,Uncharacterized protein
Rv3653,mtb086,Uncharacterized protein
Rv3654c,mtb086,Uncharacterized protein
Rv3655c,mtb086,Uncharacterized protein
Rv3656c,mtb086,Uncharacterized protein
Rv3657c,mtb086,Uncharacterized protein
Rv3660c,mtb086,Uncharacterized protein
Rv3661,mtb086,Uncharacterized protein
Rv3662c,mtb086,Uncharacterized protein
Rv3668c,mtb086,Uncharacterized protein
Rv3669,mtb086,Uncharacterized protein
Rv3670,mtb086,Uncharacterized protein
Rv3671c,mtb086,Uncharacterized protein
Rv3672c,mtb086,Uncharacterized protein
Rv3673c,mtb086,Uncharacterized protein
Rv3675,mtb086,Uncharacterized protein
Rv3677c,mtb086,Uncharacterized protein
Rv3678A,mtb086,Uncharacterized protein
Rv3678c,mtb086,Uncharacterized protein
Rv3679,mtb086,Uncharacterized protein
Rv3680,mtb086,Uncharacterized protein
Rv3681c,mtb086,Uncharacterized protein
Rv3682,mtb086,Uncharacterized protein
Rv3683,mtb086,Uncharacterized protein
Rv3685c,mtb086,Uncharacterized protein
Rv3686c,mtb086,Uncharacterized protein
Rv3687c,mtb086,Uncharacterized protein
Rv3688c,mtb086,Uncharacterized protein
Rv3689,mtb086,Uncharacterized protein
Rv3690,mtb086,Uncharacterized protein
Rv3691,mtb086,Uncharacterized protein
Rv3692,mtb086,Uncharacterized protein
Rv3693,mtb086,Uncharacterized protein
Rv3694c,mtb086,Uncharacterized protein
Rv3695,mtb086,Uncharacterized protein
Rv3697A,mtb086,Uncharacterized protein
Rv3697c,mtb086,Uncharacterized protein
Rv3698,mtb086,Uncharacterized protein
Rv3699,mtb086,Uncharacterized protein
Rv3705A,mtb086,Uncharacterized protein
Rv3705c,mtb086,Uncharacterized protein
Rv3706c,mtb086,Uncharacterized protein
Rv3707c,mtb086,Uncharacterized protein
Rv3714c,mtb086,Uncharacterized protein
Rv3716c,mtb086,Uncharacterized protein
Rv3718c,mtb086,Uncharacterized protein
Rv3719,mtb086,Uncharacterized protein
Rv3720,mtb086,Uncharacterized protein
Rv3722c,mtb093,Nitrogen metabolism 
Rv3723,mtb086,Uncharacterized protein
Rv3725,mtb086,Uncharacterized protein
Rv3726,mtb086,Uncharacterized protein
Rv3727,mtb086,Uncharacterized protein
Rv3728,mtb086,Uncharacterized protein
Rv3729,mtb086,Uncharacterized protein
Rv3730c,mtb086,Uncharacterized protein
Rv3731,mtb086,Uncharacterized protein
Rv3732,mtb086,Uncharacterized protein
Rv3733c,mtb086,Uncharacterized protein
Rv3735,mtb086,Uncharacterized protein
Rv3736,mtb086,Uncharacterized protein
Rv3737,mtb086,Uncharacterized protein
Rv3738c,mtb086,Uncharacterized protein
Rv3739c,mtb086,Uncharacterized protein
Rv3741c,mtb086,Uncharacterized protein
Rv3742c,mtb086,Uncharacterized protein
Rv3743c,mtb086,Uncharacterized protein
Rv3744,mtb086,Uncharacterized protein
Rv3745c,mtb086,Uncharacterized protein
Rv3746c,mtb086,Uncharacterized protein
Rv3747,mtb086,Uncharacterized protein
Rv3748,mtb086,Uncharacterized protein
Rv3749c,mtb086,Uncharacterized protein
Rv3750c,mtb086,Uncharacterized protein
Rv3752c,mtb086,Uncharacterized protein
Rv3753c,mtb086,Uncharacterized protein
Rv3755c,mtb086,Uncharacterized protein
Rv3760,mtb086,Uncharacterized protein
Rv3761c,mtb086,Uncharacterized protein
Rv3762c,mtb086,Uncharacterized protein
Rv3764c,mtb086,Uncharacterized protein
Rv3765c,mtb086,Uncharacterized protein
Rv3766,mtb086,Uncharacterized protein
Rv3767c,mtb086,Uncharacterized protein
Rv3768,mtb086,Uncharacterized protein
Rv3769,mtb086,Uncharacterized protein
Rv3770c,mtb086,Uncharacterized protein
Rv3771c,mtb086,Uncharacterized protein
Rv3773c,mtb086,Uncharacterized protein
Rv3774,mtb086,Uncharacterized protein
Rv3775,mtb086,Uncharacterized protein
Rv3776,mtb086,Uncharacterized protein
Rv3777,mtb086,Uncharacterized protein
Rv3778c,mtb086,Uncharacterized protein
Rv3780,mtb086,Uncharacterized protein
Rv3785,mtb086,Uncharacterized protein
Rv3786c,mtb086,Uncharacterized protein
Rv3787c,mtb086,Uncharacterized protein
Rv3788,mtb086,Uncharacterized protein
Rv3789,mtb086,Uncharacterized protein
Rv3790,mtb086,Uncharacterized protein
Rv3791,mtb086,Uncharacterized protein
Rv3796,mtb086,Uncharacterized protein
Rv3797,mtb086,Uncharacterized protein
Rv3798,mtb086,Uncharacterized protein
Rv3802c,mtb086,Uncharacterized protein
Rv3803c,mtb086,Uncharacterized protein
Rv3806c,mtb086,Uncharacterized protein
Rv3807c,mtb086,Uncharacterized protein
Rv3810,mtb086,Uncharacterized protein
Rv3811,mtb086,Uncharacterized protein
Rv3812,mtb086,Uncharacterized protein
Rv3813c,mtb086,Uncharacterized protein
Rv3814c,mtb086,Uncharacterized protein
Rv3815c,mtb086,Uncharacterized protein
Rv3816c,mtb086,Uncharacterized protein
Rv3817,mtb086,Uncharacterized protein
Rv3819,mtb086,Uncharacterized protein
Rv3820c,mtb086,Uncharacterized protein
Rv3821,mtb086,Uncharacterized protein
Rv3822,mtb086,Uncharacterized protein
Rv3823c,mtb086,Uncharacterized protein
Rv3824c,mtb086,Uncharacterized protein
Rv3825c,mtb086,Uncharacterized protein
Rv3826,mtb086,Uncharacterized protein
Rv3827c,mtb086,Uncharacterized protein
Rv3828c,mtb086,Uncharacterized protein
Rv3829c,mtb086,Uncharacterized protein
Rv3830c,mtb086,Uncharacterized protein
Rv3831,mtb086,Uncharacterized protein
Rv3832c,mtb086,Uncharacterized protein
Rv3833,mtb086,Uncharacterized protein
Rv3835,mtb086,Uncharacterized protein
Rv3836,mtb086,Uncharacterized protein
Rv3837c,mtb086,Uncharacterized protein
Rv3839,mtb086,Uncharacterized protein
Rv3840,mtb086,Uncharacterized protein
Rv3843c,mtb086,Uncharacterized protein
Rv3844,mtb086,Uncharacterized protein
Rv3845,mtb086,Uncharacterized protein
Rv3846,mtb086,Uncharacterized protein
Rv3847,mtb086,Uncharacterized protein
Rv3848,mtb086,Uncharacterized protein
Rv3849,mtb086,Uncharacterized protein
Rv3850,mtb086,Uncharacterized protein
Rv3851,mtb086,Uncharacterized protein
Rv3852,mtb086,Uncharacterized protein
Rv3853,mtb086,Uncharacterized protein
Rv3855,mtb086,Uncharacterized protein
Rv3856c,mtb086,Uncharacterized protein
Rv3857c,mtb086,Uncharacterized protein
Rv3860,mtb086,Uncharacterized protein
Rv3861,mtb086,Uncharacterized protein
Rv3862c,mtb086,Uncharacterized protein
Rv3863,mtb086,Uncharacterized protein
Rv3864,mtb086,Uncharacterized protein
Rv3865,mtb086,Uncharacterized protein
Rv3866,mtb086,Uncharacterized protein
